freqtime,0,2,1.0,1,1,0.9722,0.9720
freqtime,1,2,1.0,1,2,0.9630,0.9630
freqtime,2,2,1.0,1,3,0.9537,0.9533
freqtime,3,2,1.0,1,4,0.9259,0.9245
freqtime,4,2,1.0,1,5,0.8981,0.8932
freqtime,5,2,1.0,2,1,0.9537,0.9524
freqtime,6,2,1.0,2,2,0.9444,0.9434
freqtime,7,2,1.0,2,3,0.9259,0.9231
freqtime,8,2,1.0,2,4,0.9259,0.9231
freqtime,9,2,1.0,2,5,0.9074,0.9020
freqtime,10,2,1.0,3,1,0.9259,0.9216
freqtime,11,2,1.0,3,2,0.9259,0.9231
freqtime,12,2,1.0,3,3,0.9259,0.9231
freqtime,13,2,1.0,3,4,0.9074,0.9020
freqtime,14,2,1.0,3,5,0.9074,0.9020
freqtime,15,2,1.0,4,1,0.8981,0.8889
freqtime,16,2,1.0,4,2,0.9074,0.9020
freqtime,17,2,1.0,4,3,0.9074,0.9020
freqtime,18,2,1.0,4,4,0.9074,0.9020
freqtime,19,2,1.0,4,5,0.9074,0.9020
freqtime,20,2,1.0,5,1,0.8796,0.8660
freqtime,21,2,1.0,5,2,0.8981,0.8911
freqtime,22,2,1.0,5,3,0.8981,0.8911
freqtime,23,2,1.0,5,4,0.9167,0.9126
freqtime,24,2,1.0,5,5,0.8981,0.8911

