thresh,0,1.0,1.0,3,3,0.7778,0.7143
thresh,0,1.0,1.0,3,3,0.9352,0.9381
thresh,0,1.0,1.0,3,3,0.9074,0.9153
thresh,0,1.0,1.0,3,3,0.9722,0.9725
thresh,0,1.0,1.0,3,3,0.9722,0.9730
thresh,0,1.0,1.0,3,3,0.9537,0.9550
thresh,0,1.0,1.0,3,3,0.9259,0.9231
thresh,0,1.0,1.0,3,3,0.9537,0.9550
thresh,0,1.0,1.0,3,3,0.9722,0.9730
thresh,0,1.0,1.0,3,3,0.8981,0.9076
thresh,1,1.5,1.0,3,3,0.8426,0.8640
thresh,1,1.5,1.0,3,3,0.9722,0.9720
thresh,1,1.5,1.0,3,3,0.9722,0.9725
thresh,1,1.5,1.0,3,3,0.7500,0.6824
thresh,1,1.5,1.0,3,3,0.8241,0.7912
thresh,1,1.5,1.0,3,3,0.8704,0.8852
thresh,1,1.5,1.0,3,3,0.9167,0.9143
thresh,1,1.5,1.0,3,3,0.9259,0.9231
thresh,1,1.5,1.0,3,3,0.9167,0.9231
thresh,1,1.5,1.0,3,3,0.9074,0.9057
thresh,2,2.0,1.0,3,3,0.8889,0.8824
thresh,2,2.0,1.0,3,3,0.8981,0.8911
thresh,2,2.0,1.0,3,3,0.8981,0.8911
thresh,2,2.0,1.0,3,3,0.9722,0.9720
thresh,2,2.0,1.0,3,3,0.9722,0.9725
thresh,2,2.0,1.0,3,3,0.9444,0.9434
thresh,2,2.0,1.0,3,3,0.8241,0.8257
thresh,2,2.0,1.0,3,3,0.8796,0.8870
thresh,2,2.0,1.0,3,3,0.9444,0.9474
thresh,2,2.0,1.0,3,3,0.8519,0.8710
thresh,3,2.5,1.0,3,3,0.8796,0.8785
thresh,3,2.5,1.0,3,3,0.9537,0.9541
thresh,3,2.5,1.0,3,3,0.9444,0.9444
thresh,3,2.5,1.0,3,3,0.9815,0.9818
thresh,3,2.5,1.0,3,3,0.9259,0.9231
thresh,3,2.5,1.0,3,3,0.9630,0.9630
thresh,3,2.5,1.0,3,3,0.9722,0.9725
thresh,3,2.5,1.0,3,3,0.8981,0.8972
thresh,3,2.5,1.0,3,3,0.9537,0.9533
thresh,3,2.5,1.0,3,3,0.9537,0.9541
thresh,4,3.0,1.0,3,3,0.9352,0.9369
thresh,4,3.0,1.0,3,3,0.8981,0.9043
thresh,4,3.0,1.0,3,3,0.9444,0.9444
thresh,4,3.0,1.0,3,3,0.9630,0.9630
thresh,4,3.0,1.0,3,3,0.9630,0.9636
thresh,4,3.0,1.0,3,3,0.8333,0.8125
thresh,4,3.0,1.0,3,3,0.9259,0.9245
thresh,4,3.0,1.0,3,3,0.9722,0.9730
thresh,4,3.0,1.0,3,3,0.9352,0.9381
thresh,4,3.0,1.0,3,3,0.9074,0.9107
thresh,5,3.5,1.0,3,3,0.8796,0.8807
thresh,5,3.5,1.0,3,3,0.9259,0.9259
thresh,5,3.5,1.0,3,3,0.9537,0.9541
thresh,5,3.5,1.0,3,3,0.9352,0.9369
thresh,5,3.5,1.0,3,3,0.9167,0.9159
thresh,5,3.5,1.0,3,3,0.8796,0.8908
thresh,5,3.5,1.0,3,3,0.8148,0.8182
thresh,5,3.5,1.0,3,3,0.8611,0.8673
thresh,5,3.5,1.0,3,3,0.9259,0.9245
thresh,5,3.5,1.0,3,3,0.9537,0.9541
thresh,6,4.0,1.0,3,3,0.7222,0.6809
thresh,6,4.0,1.0,3,3,0.8426,0.8496
thresh,6,4.0,1.0,3,3,0.8704,0.8627
thresh,6,4.0,1.0,3,3,0.9259,0.9273
thresh,6,4.0,1.0,3,3,0.8056,0.7921
thresh,6,4.0,1.0,3,3,0.9444,0.9455
thresh,6,4.0,1.0,3,3,0.9352,0.9381
thresh,6,4.0,1.0,3,3,0.8889,0.8824
thresh,6,4.0,1.0,3,3,0.9259,0.9298
thresh,6,4.0,1.0,3,3,0.8519,0.8462
