ThreshProp,0,3.0,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.94,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.88,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.82,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.76,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.7,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.64,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.58,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.52,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.46,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.4,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.34,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.28,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.22,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.16,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.1,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,2.04,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.98,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.92,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.86,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.8,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.74,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.68,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.62,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.56,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.5,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.44,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.38,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.32,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.26,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.2,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.14,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.08,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,1.02,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.96,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.9,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.84,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.78,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.72,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.66,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.6,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.54,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.48,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.42,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.36,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.3,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.24,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.18,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.12,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.06,0.5,3,3,1.0000,1.0000,1.0000,1.0000
ThreshProp,0,0.0,0.5,3,3,1.0000,1.0000,1.0000,1.0000
