Primeiro32K42,0,3.0,1.0,8,8,0.9352,0.9358,0.9273,0.9444
Primeiro32K42,0,2.97,0.99,7,7,0.9630,0.9643,0.9310,1.0000
Primeiro32K42,0,2.94,0.98,7,7,0.9444,0.9464,0.9138,0.9815
Primeiro32K42,0,2.91,0.97,7,7,0.9630,0.9630,0.9630,0.9630
Primeiro32K42,0,2.88,0.96,7,7,0.9630,0.9630,0.9630,0.9630
Primeiro32K42,0,2.85,0.95,7,7,0.9537,0.9541,0.9455,0.9630
Primeiro32K42,0,2.82,0.94,7,7,0.9537,0.9541,0.9455,0.9630
Primeiro32K42,0,2.79,0.93,7,7,0.9537,0.9541,0.9455,0.9630
Primeiro32K42,0,2.76,0.92,7,7,0.9537,0.9541,0.9455,0.9630
Primeiro32K42,0,2.73,0.91,7,7,0.9537,0.9541,0.9455,0.9630
Primeiro32K42,0,2.7,0.9,7,7,0.9537,0.9541,0.9455,0.9630
Primeiro32K42,0,2.67,0.89,7,7,0.9352,0.9346,0.9434,0.9259
Primeiro32K42,0,2.64,0.88,7,7,0.9259,0.9245,0.9423,0.9074
Primeiro32K42,0,2.61,0.87,6,6,0.9167,0.9143,0.9412,0.8889
Primeiro32K42,0,2.58,0.86,6,6,0.9167,0.9143,0.9412,0.8889
Primeiro32K42,0,2.55,0.85,6,6,0.9074,0.9038,0.9400,0.8704
Primeiro32K42,0,2.52,0.84,6,6,0.8981,0.8932,0.9388,0.8519
Primeiro32K42,0,2.49,0.83,6,6,0.8889,0.8824,0.9375,0.8333
Primeiro32K42,0,2.46,0.82,6,6,0.8889,0.8824,0.9375,0.8333
Primeiro32K42,0,2.43,0.81,6,6,0.8796,0.8713,0.9362,0.8148
Primeiro32K42,0,2.4,0.8,6,6,0.8704,0.8600,0.9348,0.7963
Primeiro32K42,0,2.37,0.79,6,6,0.8704,0.8571,0.9545,0.7778
Primeiro32K42,0,2.34,0.78,6,6,0.8611,0.8454,0.9535,0.7593
Primeiro32K42,0,2.31,0.77,6,6,0.8519,0.8333,0.9524,0.7407
Primeiro32K42,0,2.28,0.76,6,6,0.8241,0.7957,0.9487,0.6852
Primeiro32K42,0,2.25,0.75,6,6,0.7870,0.7416,0.9429,0.6111
Primeiro32K42,0,2.22,0.74,5,5,0.7963,0.7556,0.9444,0.6296
Primeiro32K42,0,2.19,0.73,5,5,0.7685,0.7126,0.9394,0.5741
Primeiro32K42,0,2.16,0.72,5,5,0.7500,0.6824,0.9355,0.5370
Primeiro32K42,0,2.13,0.71,5,5,0.7500,0.6824,0.9355,0.5370
Primeiro32K42,0,2.1,0.7,5,5,0.7500,0.6824,0.9355,0.5370
Primeiro32K42,0,2.07,0.69,5,5,0.7593,0.6977,0.9375,0.5556
Primeiro32K42,0,2.04,0.68,5,5,0.7222,0.6341,0.9286,0.4815
Primeiro32K42,0,2.01,0.67,5,5,0.7222,0.6341,0.9286,0.4815
Primeiro32K42,0,1.98,0.66,5,5,0.7222,0.6250,0.9615,0.4630
Primeiro32K42,0,1.95,0.65,5,5,0.7222,0.6250,0.9615,0.4630
Primeiro32K42,0,1.92,0.64,5,5,0.7315,0.6420,0.9630,0.4815
Primeiro32K42,0,1.89,0.63,5,5,0.7130,0.6076,0.9600,0.4444
Primeiro32K42,0,1.86,0.62,4,4,0.7130,0.6076,0.9600,0.4444
Primeiro32K42,0,1.83,0.61,4,4,0.7037,0.5897,0.9583,0.4259
Primeiro32K42,0,1.8,0.6,4,4,0.7037,0.5897,0.9583,0.4259
Primeiro32K42,0,1.77,0.59,4,4,0.6852,0.5526,0.9545,0.3889
Primeiro32K42,0,1.74,0.58,4,4,0.6852,0.5526,0.9545,0.3889
Primeiro32K42,0,1.71,0.57,4,4,0.6852,0.5526,0.9545,0.3889
Primeiro32K42,0,1.68,0.56,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.65,0.55,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.62,0.54,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.59,0.53,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.56,0.52,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.53,0.51,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.5,0.5,4,4,0.6667,0.5135,0.9500,0.3519
Primeiro32K42,0,1.47,0.49,3,3,0.6481,0.4722,0.9444,0.3148
Primeiro32K42,0,1.44,0.48,3,3,0.6389,0.4507,0.9412,0.2963
Primeiro32K42,0,1.41,0.47,3,3,0.6389,0.4507,0.9412,0.2963
Primeiro32K42,0,1.38,0.46,3,3,0.6296,0.4286,0.9375,0.2778
Primeiro32K42,0,1.35,0.45,3,3,0.6204,0.4058,0.9333,0.2593
