TesteWindow,0,3.0,1.0,8,8,0.4650,0.0817,0.4146,0.0453
TesteWindow,0,2.97,0.99,7,7,0.5294,0.2696,0.7294,0.1653
TesteWindow,0,2.94,0.98,7,7,0.6555,0.5511,0.8728,0.4027
TesteWindow,0,2.91,0.97,7,7,0.7339,0.6844,0.9075,0.5493
TesteWindow,0,2.88,0.96,7,7,0.7899,0.7664,0.9213,0.6560
TesteWindow,0,2.85,0.95,7,7,0.8277,0.8167,0.9257,0.7307
TesteWindow,0,2.82,0.94,7,7,0.8627,0.8592,0.9315,0.7973
TesteWindow,0,2.79,0.93,7,7,0.8838,0.8833,0.9345,0.8373
TesteWindow,0,2.76,0.92,7,7,0.9104,0.9123,0.9380,0.8880
TesteWindow,0,2.73,0.91,7,7,0.9244,0.9270,0.9397,0.9147
TesteWindow,0,2.7,0.9,7,7,0.9314,0.9342,0.9405,0.9280
TesteWindow,0,2.67,0.89,7,7,0.9384,0.9413,0.9413,0.9413
TesteWindow,0,2.64,0.88,7,7,0.9482,0.9513,0.9401,0.9627
TesteWindow,0,2.61,0.87,6,6,0.9524,0.9551,0.9452,0.9653
TesteWindow,0,2.58,0.86,6,6,0.9524,0.9553,0.9429,0.9680
TesteWindow,0,2.55,0.85,6,6,0.9552,0.9580,0.9432,0.9733
TesteWindow,0,2.52,0.84,6,6,0.9538,0.9567,0.9407,0.9733
TesteWindow,0,2.49,0.83,6,6,0.9580,0.9608,0.9412,0.9813
TesteWindow,0,2.46,0.82,6,6,0.9608,0.9635,0.9415,0.9867
TesteWindow,0,2.43,0.81,6,6,0.9608,0.9635,0.9415,0.9867
TesteWindow,0,2.4,0.8,6,6,0.9636,0.9662,0.9418,0.9920
TesteWindow,0,2.37,0.79,6,6,0.9636,0.9662,0.9418,0.9920
TesteWindow,0,2.34,0.78,6,6,0.9636,0.9662,0.9418,0.9920
TesteWindow,0,2.31,0.77,6,6,0.9636,0.9662,0.9418,0.9920
TesteWindow,0,2.28,0.76,6,6,0.9650,0.9676,0.9419,0.9947
TesteWindow,0,2.25,0.75,6,6,0.9678,0.9702,0.9422,1.0000
TesteWindow,0,2.22,0.74,5,5,0.9636,0.9663,0.9395,0.9947
TesteWindow,0,2.19,0.73,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,2.16,0.72,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,2.13,0.71,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,2.1,0.7,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,2.07,0.69,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,2.04,0.68,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,2.01,0.67,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,1.98,0.66,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,1.95,0.65,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,1.92,0.64,5,5,0.9678,0.9702,0.9422,1.0000
TesteWindow,0,1.89,0.63,5,5,0.9664,0.9690,0.9398,1.0000
TesteWindow,0,1.86,0.62,4,4,0.9636,0.9665,0.9352,1.0000
TesteWindow,0,1.83,0.61,4,4,0.9650,0.9677,0.9375,1.0000
TesteWindow,0,1.8,0.6,4,4,0.9636,0.9665,0.9352,1.0000
TesteWindow,0,1.77,0.59,4,4,0.9636,0.9665,0.9352,1.0000
